Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Description,Investor Names,Sectors,SIREN
HappyVore,"Paris, Ile-de-France, France, Europe",Growth Equity,35000000,EUR,2022-06-16,https://happyvore.com/,"HappyVore cultivates a passion for taste, the real, the healthy, and the impact on the planet.","Adrien de Schompre, Invus, Philippe Cantet","Agriculture, AgTech, Farming, Food and Beverage, Food Processing, Meat and Poultry, Nutrition, Organic Food",
Onlyone,"Paris, Ile-de-France, France, Europe",Private Equity,35000000,EUR,2022-11-16,https://onlyonecard.eu/,French's 1st Positive Impact Neobank,,Banking,
Lucca,"Paris, Ile-de-France, France, Europe",Series A,35000000,EUR,2022-03-23,https://www.lucca.fr/,Lucca develops software that automate the HR and administrative processes of companies.,One Peak,"Human Resources, Software",
Convelio,"Paris, Ile-de-France, France, Europe",Series B,35000000,USD,2022-03-06,https://www.convelio.com,"Convelio is a logistics company that focuses on the transportation, storage, and handling of fine art, antiques, and other high-value goods.","Acton Capital, Alma Mundi Ventures, European Investment Fund, Forestay Capital, Global Founders Capital","Delivery Service, Freight Service, Logistics, Shipping",
Selency,"Paris, Ile-de-France, France, Europe",Series C,35000000,EUR,2022-04-13,https://www.selency.fr/,Selency is a community platform specialising in pre-owned furniture and decor items.,"Accel, Creadev, OLX Group","Consumer Goods, E-Commerce, Furniture, Retail, Retail Technology",
DNA Script,"Le Kremlin-bicêtre, Ile-de-France, France, Europe",Series C,35000000,USD,2022-01-04,https://www.dnascript.com,DNA Script is a disruptive DNA synthesis company harnessing biology to accelerate breakthroughs in life science and human health.,"Baillie Gifford, eureKARE, Healthcor Management, Irving Investors, T. Rowe Price","Biotechnology, Health Care, Life Science, Medical",
FAIRMAT,"Paris, Ile-de-France, France, Europe",Series A,34000000,EUR,2022-11-21,https://fairmat.tech,"Recycling Carbon Fiber Composite to produce a strong, light and ecological material with advanced technical grades","Antoine de Saint-Affrique, Compagnie Nationale a Portefeuille, Pictet Private Equity Investors S.A., Singular, Temasek Holdings, The Friedkin Group","Advanced Materials, Automotive, CleanTech, Consumer Electronics, Leisure, Manufacturing, Recycling, Sports",
Seyna,"Neuilly-sur-seine, Ile-de-France, France, Europe",Series A,33000000,EUR,2022-02-09,https://seyna.eu,Seyna is an insurance platform that builds a modern insurance ecosystem for brokers.,"Allianz, Elaia, Financiere Saint James, Global Founders Capital, White Star Capital","Banking, Financial Services, Insurance, InsurTech",
Naïo Technologies,"Escalquens, Midi-Pyrenees, France, Europe",Series B,32000000,EUR,2022-12-08,http://www.naio-technologies.com,Naïo Technologies develops and markets robots for agriculture and viticulture.,"ARIS Occitanie, Bpifrance, Capagro, Codema, Demeter Partners, M Capital Partners, Mirova, Pymwymic","Agriculture, Artificial Intelligence (AI), Farming, Machine Learning, Robotics, Software",
VoltAero,"Médis, Poitou-Charentes, France, Europe",Series B,32000000,EUR,2022-11-01,https://www.voltaero.aero/,VoltAero is a unique aircraft with parallel electric-hybrid propulsion.,Tesi,"Aerospace, Electric Vehicle",
Moon Surgical,"Paris, Ile-de-France, France, Europe",Series A,31300000,USD,2022-06-07,https://www.moonsurgical.com,Moon Surgical develops a new category of robotic surgery that enhances existing clinical practice with collaborative and adaptive robotics.,"Cathay Capital, GT Healthcare Capital Partners, Johnson & Johnson Robotics and Digital Solutions, Richard Leparmentier, Sacha Loiseau, Siddarth Satish, Sofinnova Partners, Yann Fleureau","Medical, Medical Device, Robotics",
Powens,"Paris, Ile-de-France, France, Europe",Growth Equity,31000000,EUR,2022-04-04,https://www.powens.com,Powens is a platform that integrates Open Finance and Embedded Banking for businesses.,"Crédit Mutuel Arkéa, PSG Equity","Apps, Banking, Developer APIs, Finance, Financial Services, FinTech, Payments, Software, Wealth Management",
Mablink Bioscience,"Lyon, Rhone-Alpes, France, Europe",Series A,31000000,EUR,2022-10-14,https://www.mablink.com/,Mablink Bioscience is a biotechnology company.,"Mérieux Equity Partners, Sofinnova Partners","Biotechnology, Pharmaceutical",
Strapi,"Paris, Ile-de-France, France, Europe",Series B,31000000,USD,2022-06-22,http://www.strapi.io/,"Strapi is an open-source software platform that helps developers to easily build, deploy, and manage APIs.","Ashley Smith, Bpifrance, CRV, Flex Capital, Index Ventures, Mathias Biilmann Christensen, Nat Friedman, Nicolas Dessaigne, RAISE","Developer APIs, Developer Tools, Enterprise Software, Open Source, Software Engineering",
CVE,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Private Equity,30000000,EUR,2022-01-05,https://www.cvegroup.com,"CVE provides renewable energies, photovoltaics, biogas, solar, and environmental solutions to companies.",Swen Capital Partners,"Biomass Energy, Energy, Hydroelectric, Renewable Energy, Solar",
WAAT,"Paris, Ile-de-France, France, Europe",Series A,30000000,EUR,2022-11-15,https://waat.fr,WAAT operates fast charging stations for electric and rechargeable hybrid vehicles.,RAISE Impact,"Charging Infrastructure, Civil Engineering, Electric Vehicle, Energy, Energy Storage",
Flowdesk,"Paris, Ile-de-France, France, Europe",Series A,30000000,USD,2022-06-24,https://flowdesk.co,Flowdesk is a digital asset trading company that combines financial and crypto expertise to connect digital assets with global liquidity.,"Aglaé Ventures, Alexandre Prot, Alexis Bonillo, Alexis Bonte, Benjamin Chemla, Bpifrance, Coinbase, Coinbase Ventures, Delphi, Didier Valet, Eurazeo, Fabric Ventures, FEBE Ventures, Gautham Radhakrishnan, Impossible Finance, Isai, Ledger, Lemniscap, Mark Ransford, Meltem Demirors, NGC Ventures, Nicolas Julia, Pascal Gauthier, Perry Blacher, PetRock Capital, Sebastien Borget, Speedinvest","Cryptocurrency, Financial Services, FinTech, Information Technology, Web3",
Pelico,"Paris, Ile-de-France, France, Europe",Series A,30000000,EUR,2022-04-15,https://www.pelico.ai,"SaaS, Data platform, Supply Chain","83North, Adrien Nussenbaum, Alexis Le-Quoc, Bastian Nominacher, Carsten Thoma, Charles Miglietti, Clément Buyse, Florian Douetteau, Isai, Jonathan Benhamou, La Famiglia, Serena","Software, Supply Chain Management",
MyTraffic,"Paris, Ile-de-France, France, Europe",Series B,30000000,EUR,2022-11-08,https://www.mytraffic.io,MyTraffic software development company that offers vehicle traffic data accessible and physical network services.,"Alven, AVP, Kernel Investissements","Big Data, Predictive Analytics, Real Estate, Retail Technology, Software",
Gravitee,"Lille, Nord-Pas-de-Calais, France, Europe",Series B,30000000,USD,2022-09-08,https://gravitee.io,"Gravitee is an API management platform that provides tools for API design, access, management, deployment, and security.","AlbionVC, Kreos Capital, Oxx, Riverside Acceleration Capital","Developer APIs, Information Technology, SaaS, Software",
Ouihelp,"Paris, Ile-de-France, France, Europe",Series B,30000000,EUR,2022-05-25,https://www.ouihelp.fr/,Ouihelp is a developer of an online residential assistance platform designed to help seniors in their regular activities at home.,"Creadev, Future Positive Capital, XAnge","Elder Care, Health Care, Home Health Care, Medical",
EkWateur,"Paris, Ile-de-France, France, Europe",Series B,30000000,EUR,2022-05-09,https://ekwateur.fr/,EkWateur provides an innovative and truly seamless customer experience in a collaborative environment.,Quantum Pacific Capital,"E-Commerce, Environmental Consulting, Renewable Energy, Retail",
Rise Up,"Paris, Ile-de-France, France, Europe",Series B,30000000,EUR,2022-05-03,https://www.riseup.ai,Rise Up is a learning software solution designed to help organizations and their teams stay up-to-skill to be ready for challenges.,"Connected Capital, Impact Partenaires, MAIF Avenir","E-Learning, Information Services, Information Technology",
Pretto,"Paris, Ile-de-France, France, Europe",Series B,30000000,EUR,2022-01-28,https://www.pretto.fr/,Pretto is making mortgages simple thanks to artificial intelligence and product design.,"Alven, BlackFin Capital Partners, Eurazeo, Kernel Capital, Orange Ventures, Serena","Artificial Intelligence (AI), FinTech, Internet",
Yespark,"Paris, Ile-de-France, France, Europe",Series A,28000000,EUR,2022-05-09,https://www.yespark.fr/,Yespark is the specialist in the monthly rental of parking spaces.,"Banque des Territoires, Founders Future, NEoT, Ring Capital, Sofiouest","Information Technology, Parking, Rental",
Vade Secure,"Hem, Picardie, France, Europe",Series B,28000000,EUR,2022-05-31,http://www.vadesecure.com,"Vade Secure offers an email filtering service against phishing, malware, spear phishing, and spam.","Auriga Partners, Bpifrance, Tikehau Ace Capital","Cyber Security, Email, Enterprise Software, Information Technology, Security, Software",
Alice & Bob,"Paris, Ile-de-France, France, Europe",Series A,27000000,EUR,2022-03-09,https://alice-bob.com,Alice&Bob builds universal quantum computers to help industries and researchers reduce errors at the hardware level.,"Bpifrance, BREEGA, Elaia, European Innovation Council, Supernova Invest, Techmind","Information Services, Information Technology, Quantum Computing",
Incepto Medical,"Paris, Ile-de-France, France, Europe",Series B,27000000,EUR,2022-09-19,https://incepto-medical.com/,Incepto Medical is a Medical imaging solution based on artificial intelligence,"AVP, Bpifrance, Karista, LBO France, Patient Autonome, Wille Finance","Artificial Intelligence (AI), Health Care, Information Services, Information Technology, Medical, Medical Device",
Umiami,"Paris, Ile-de-France, France, Europe",Series A,26500000,EUR,2022-04-06,https://umiami.com/,Umiami is a French food-tech startup that develops a plant-based food technology to reduce meat consumption.,"Astanor Ventures, Bpifrance, French Partners, Newfund, redalpine, Telegraph Hill Capital","Food and Beverage, Food Processing, Organic Food, Plant-Based Foods",
adopt',"Cestas, Aquitaine, France, Europe",Series B,26200000,EUR,2022-05-13,https://www.adopt.com,"adopt' manufactures and distributes perfumes, body creams, and eye accessories.","AXA Group, NextStage, Trocadero Capital Partners","Beauty, Consumer Goods, Cosmetics, E-Commerce, Fashion",
Fintecture,"Saint-mandé, Ile-de-France, France, Europe",Series A,26000000,EUR,2022-11-03,https://www.fintecture.com/,Pioneering next-gen B2B payment platform. Fintecture is a licensed payment institution (ACPR-17248),"Allianz Trade, Eurazeo, HEC Ventures, Huey Lin, Olivier Pomel, RTP Global, Samaipata, Societe Generale, Target Global","B2B, Financial Services, FinTech, Payments",
Cailabs,"Rennes, Bretagne, France, Europe",Series C,26000000,EUR,2022-12-08,http://www.cailabs.com/,Cailabs is a global leader in free-space optical communications for dual-use applications,"Crédit Agricole Ille and Vilaine Expansion, Definvest, European Innovation Council, Innovacom, NewSpace Capital, Safran Corporate Ventures, Starquest Capital","Aerospace, Industrial Manufacturing, Information Technology, Military, National Security, Optical Communication, Telecommunications",
Yomoni,"Paris, Ile-de-France, France, Europe",Growth Equity,25000000,EUR,2022-10-01,http://www.yomoni.fr,Yomoni is an online private banking-style service in France aiming to make wealth management available to everyone.,"Crédit Mutuel Arkéa, Weber Investissement","Banking, Financial Services, Internet, Wealth Management",
Biolog-id,"Bernay, Pays de la Loire, France, Europe",Growth Equity,25000000,USD,2022-05-05,https://www.biolog-id.com/,"Biolog-id designs, develops and markets identification and traceability solutions for the healthcare industry.",Xerys,"Biotechnology, Health Care, Identity Management",
Upway,"Gennevilliers, Ile-de-France, France, Europe",Series A,25000000,USD,2022-05-31,https://upway.fr,"Upway offers an online platform that offers refurbished electric bicycles, providing access to inspected, repaired and certified e-bikes.","EXOR N.V., Global Founders Capital, Henri Moissinac, Origins Fund, Sequoia Capital","Consumer, E-Commerce, Marketplace, Sporting Goods",
Boxy,"Paris, Ile-de-France, France, Europe",Series A,25000000,EUR,2022-02-17,https://www.getboxy.co,Boxy is building a micro retailer by designing a new store format that is fully autonomous and deployed where people work and live.,"Bootstrap Europe, CapHorn Invest, LocalGlobe, Serena","Computer Vision, Retail Technology",
La Vie,"Paris, Ile-de-France, France, Europe",Series A,25000000,EUR,2022-01-19,https://www.laviefoods.com/,La Vie is developing a 100% vegetable edible fat with the ambition of offering different types of vegetable meats.,"Bleu Capital, Capagro, Entrepreneurs First, Eric Melloul, Financiere Saint James, Frédéric Mazzella, Natalie Portman, Partech, Seventure Partners, Thibaud Hug de Larauze, Thomas Plantenga","Food and Beverage, Food Processing, Meat and Poultry, Nutrition",
Synapse Medicine,"Bordeaux, Aquitaine, France, Europe",Series B,25000000,EUR,2022-02-28,https://synapse-medicine.com/,Synapse Medicine provides medication decision solutions to deliver enhanced patient-centered insights for care teams.,"BNP Paribas Développement, Korelya Capital, MACSF, Mutuelles Impact, XAnge","Health Care, Medical, Medical Device, Pharmaceutical, Software",
Whoz,"Paris, Ile-de-France, France, Europe",,25000000,EUR,2022-05-12,https://www.whoz.com,Whoz is a resource management solution that helps consulting and services companies to boost their results.,PSG Equity,"Consulting, Enterprise Resource Planning (ERP), Management Consulting, Professional Services",
EuraTechnologies,"Lille, Nord-Pas-de-Calais, France, Europe",Series A,24000000,EUR,2022-06-24,http://www.euratechnologies.com,EuraTechnologies promotes economic and social development through the exchange of scientific research and technologies.,"Caisse d'Epargne Hauts de France, Crédit Agricole Nord de France, Credit Mutuel, Entreprises & Cités, Métropole Européenne de Lille, Mulliez Family Association",Finance,
CARLILI,"Paris, Ile-de-France, France, Europe",,24000000,EUR,2022-04-13,http://www.carlili.fr,Carlili is the simplest and the easiest way to rent a car in France.,"Banque des Territoires, Demeter","Automotive, Delivery, Rental, Taxi Service, Transportation, Travel",
CastorDoc,"Paris, Ile-de-France, France, Europe",Series A,23500000,USD,2022-06-07,https://www.castordoc.com/,"CastorDoc is a collaborative, automated data discovery tool.","Blossom Capital, Florian Douetteau, Frst","Artificial Intelligence (AI), SaaS, Software",
Traxens,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Growth Equity,23000000,EUR,2022-02-08,http://www.traxens.com/,Traxens transforms the industrial supply chain through data analytics to give customers complete container and rail supply chain visibility,"Bpifrance, ITOCHU Corporation, Supernova Invest","Analytics, Big Data, Logistics, Supply Chain Management",
Implicity,"Paris, Ile-de-France, France, Europe",Series A,23000000,USD,2022-04-27,https://www.implicity.com,Implicity provides to healthcare professionals a universal remote cardiac monitoring platform and AI FDA cleared algorithms.,"BNP Paribas Développement, Bpifrance, Crédit Mutuel Innovation, Karista, Serena, XAnge","Artificial Intelligence (AI), Health Care, Information Technology, Medical, Medical Device, Software",
Gojob,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",Series B,23000000,EUR,2022-09-08,http://www.gojob.com,Gojob is an employment service platform that provides temporary job offers.,"Alter Equity 3P, Amundi, Banque des Territoires, BREEGA, KOIS","Artificial Intelligence (AI), Human Resources, Recruiting, SaaS, Staffing Agency",
Horus pharma,"Saint-laurent-du-var, Provence-Alpes-Cote d'Azur, France, Europe",,23000000,EUR,2022-03-14,http://www.horus-pharma.com,Horus Pharma is a pharmaceutical company that focuses around ocular pathology and peri-surgery.,Eurazeo,"Biotechnology, Health Care, Medical, Pharmaceutical",
Metabrain,"Saint-mandé, Ile-de-France, France, Europe",,22653826,USD,2022-02-11,https://www.metabrain.co/,Metabrain is a company that builds brain interfaces to bridge the gap between humans and technology.,,"Artificial Intelligence (AI), Hardware, Human Computer Interaction, Neuroscience, Software",
Outsight,"Paris, Ile-de-France, France, Europe",Series B,22500000,EUR,2022-10-20,https://www.outsight.ai,"Our Spatial AI solutions track and digitizes the motion of People and Vehicles using 3D LiDAR data, for Large Infrastructure Operators","BNP Paribas, Bpifrance, Demeter Partners, Energy Innovation Capital, Forvia, Groupe ADP, Safran Corporate Ventures, SPDG","Artificial Intelligence (AI), Logistics, Physical Security, PropTech",
Greenly,"Paris, Ile-de-France, France, Europe",Series A,22000000,USD,2022-04-20,https://www.greenly.earth/home,"Greenly develops a carbon accounting platform to track, assess, manage, and reduce CO2 emissions.","Energy Impact Partners, KIMPA, XAnge","Environmental Engineering, GreenTech, SaaS, Software, Sustainability",
